id,name,is closed,rating,review count,categories,address,coordinates,transaction types,price level,Categories_merged,Latitude,Longitude,Address_mod,Zipcode,Delivery,Pickup,Reservation,Rating_stndized,Review count_stndized
EPkf96UcG2W3ttlQphWUGQ,la Barbecue,False,4.5,2743,Barbeque,"['2401 E Cesar Chavez', 'Austin, TX 78702']","{'latitude': 30.254567906398993, 'longitude': -97.71758249806659}",['delivery'],$,American,30.254567906398993,-97.71758249806659,"'2401 E Cesar Chavez', 'Austin, TX 78702'",78702,1,0,0,0.8936113259920925,3.8314413884610103
EM2xvBhMvOhCDmS3eZi0Vg,CARVE American Grille,False,4.0,341,American (New),"['7415 SW Pkwy', 'Bldg 1', 'Austin, TX 78735']","{'latitude': 30.25631135881809, 'longitude': -97.87046853494347}","['pickup', 'delivery']",$$,American,30.25631135881809,-97.87046853494347,"'7415 SW Pkwy', 'Bldg 1', 'Austin, TX 78735'",78735,1,1,0,-0.216633048725356,-0.11752608892106983
EL3aPVjzslO3qV2JRzvcXQ,Royal Fusion Indochinese,False,4.5,26,Food Trucks,"['1606 E 6th St', 'Austin, TX 78702']","{'latitude': 30.262979, 'longitude': -97.726079}","['pickup', 'delivery']",$$,Food Trucks/Food Stands,30.262979,-97.726079,"'1606 E 6th St', 'Austin, TX 78702'",78702,1,1,0,0.8936113259920925,-0.6353965116418673
EKQMAqLW1rUfe8yY5YDQXg,County Line On The Lake,False,3.5,879,Barbeque,"['5204 Ranch Rd 2222', 'Austin, TX 78731']","{'latitude': 30.3571242748654, 'longitude': -97.7856454079346}",['delivery'],$$,American,30.3571242748654,-97.7856454079346,"'5204 Ranch Rd 2222', 'Austin, TX 78731'",78731,1,0,0,-1.3268774234428045,0.7669637124242921
ECoWKQReWHmkmChoQp2MrQ,The Original Hoffbrau,False,3.5,146,Steakhouses,"['613 W 6th St', 'Austin, TX 78701']","{'latitude': 30.26958, 'longitude': -97.74917}",['delivery'],$$,American,30.26958,-97.74917,"'613 W 6th St', 'Austin, TX 78701'",78701,1,0,0,-1.3268774234428045,-0.43811254108156344
E9DUNswqkV6QcC69G-HCwQ,Chosun Korean BBQ,False,3.5,467,Korean,"['713 E Huntland Dr', 'Austin, TX 78752']","{'latitude': 30.329818, 'longitude': -97.706662}",['delivery'],$$,Asian,30.329818,-97.706662,"'713 E Huntland Dr', 'Austin, TX 78752'",78752,1,0,0,-1.3268774234428045,0.08962208016724912
DzrgzDDKSpACYWW3yKSt7A,Oseyo,False,4.0,359,Korean,"['1628 E Cesar Chavez St', 'Austin, TX 78702']","{'latitude': 30.25831, 'longitude': -97.72757}","['delivery', 'pickup']",$$,Asian,30.25831,-97.72757,"'1628 E Cesar Chavez St', 'Austin, TX 78702'",78702,1,1,0,-0.216633048725356,-0.08793349333702427
Do1ne8UpfPPKnyYOQ3spDQ,Freddo Atx,False,4.0,52,Coffee & Tea,"['2336 S Congress Ave', 'Austin, TX 78704']","{'latitude': 30.23935, 'longitude': -97.75324}",[],$,Cafes/Juice bars/Desserts,30.23935,-97.75324,"'2336 S Congress Ave', 'Austin, TX 78704'",78704,0,0,0,-0.216633048725356,-0.5926516513538014
Dc96Pu8n9FRIIMPW3HPGcw,i Fratelli Pizza Downtown Austin,False,4.0,62,Food Delivery Services,"['501 W 15th St', 'Ste C', 'Austin, TX 78701']","{'latitude': 30.2780073988805, 'longitude': -97.7444057699312}",['delivery'],$,food delivery services/groceries/venues/cafeterias,30.2780073988805,-97.7444057699312,"'501 W 15th St', 'Ste C', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,-0.5762113204737761
DbtJzD09fddmT861qbMo-w,Fat City,False,4.0,63,Burgers,"['6700 Burnet Rd', 'Austin, TX 78757']","{'latitude': 30.34303, 'longitude': -97.73921}",[],$$,American,30.34303,-97.73921,"'6700 Burnet Rd', 'Austin, TX 78757'",78757,0,0,0,-0.216633048725356,-0.5745672873857736
DSQCRlBZ_oy4kyTzqDfb9w,Dean's Italian Steakhouse,False,4.5,56,Steakhouses,"['110 E 2nd St', 'Austin, TX 78701']","{'latitude': 30.26438, 'longitude': -97.7434}",[],$$$,American,30.26438,-97.7434,"'110 E 2nd St', 'Austin, TX 78701'",78701,0,0,0,0.8936113259920925,-0.5860755190017913
DQu-9yItu2woAx-UBUzivQ,Micheladas Cafe y Cantina,False,3.0,307,Mexican,"['504 Trinity St', 'Austin, TX 78701']","{'latitude': 30.2664692, 'longitude': -97.7398879}","['pickup', 'delivery']",$$,Mexican/South American,30.2664692,-97.7398879,"'504 Trinity St', 'Austin, TX 78701'",78701,1,1,0,-2.437121798160253,-0.1734232139131559
DNM2CWwf0UzMpze0tsKStQ,Het Say Vietnamese Kitchen,False,4.5,196,Vietnamese,"['2121 E Oltorf St', 'Ste 12B', 'Austin, TX 78741']","{'latitude': 30.23015, 'longitude': -97.73257}","['pickup', 'delivery']",$$,Asian,30.23015,-97.73257,"'2121 E Oltorf St', 'Ste 12B', 'Austin, TX 78741'",78741,1,1,0,0.8936113259920925,-0.3559108866814369
D1ftLE7rb08zCZnB2hgP-Q,The Pitch,False,4.0,40,Coffee & Tea,"['13000 Harris Ridge Blvd', 'Austin, TX 78701']","{'latitude': 30.4050505, 'longitude': -97.65342109999999}",[],$$,Cafes/Juice bars/Desserts,30.4050505,-97.65342109999999,"'13000 Harris Ridge Blvd', 'Austin, TX 78701'",78701,0,0,0,-0.216633048725356,-0.6123800484098318
D0a-5tvB43JItaD0cvImhA,MezzeMe,False,4.5,425,Mediterranean,"['4700 W Guadalupe St', 'Ste 9', 'Austin, TX 78751']","{'latitude': 30.315638471239126, 'longitude': -97.73366286540501}","['pickup', 'delivery']",$$$,Middle-eastern/Indian/African,30.315638471239126,-97.73366286540501,"'4700 W Guadalupe St', 'Ste 9', 'Austin, TX 78751'",78751,1,1,0,0.8936113259920925,0.0205726904711428
CxDq-fQN3c3g29So1NPY-A,Love C Spot,False,5.0,16,Tacos,"['2100 East Cesar Chavez St', 'Austin, TX 78702']","{'latitude': 30.25668638917473, 'longitude': -97.72226005377306}","['delivery', 'pickup']",$$$,Mexican/South American,30.25668638917473,-97.72226005377306,"'2100 East Cesar Chavez St', 'Austin, TX 78702'",78702,1,1,0,2.003855700709541,-0.6518368425218926
CtEGObFKWrjoCw5yh3Nj5w,Hopdoddy Burger Bar,False,4.0,62,Burgers,"['1011 E 5th St', 'Ste 180', 'Austin, TX 78702']","{'latitude': 30.263778687978153, 'longitude': -97.73218363835073}","['delivery', 'pickup']",$,American,30.263778687978153,-97.73218363835073,"'1011 E 5th St', 'Ste 180', 'Austin, TX 78702'",78702,1,1,0,-0.216633048725356,-0.5762113204737761
CqOkl94q9ttvYNWIITA8ow,Swift's Attic,False,4.0,1128,American (New),"['315 Congress Ave', 'Ste 200', 'Austin, TX 78701']","{'latitude': 30.26563, 'longitude': -97.74337}",['delivery'],$$,American,30.26563,-97.74337,"'315 Congress Ave', 'Ste 200', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,1.1763279513369225
CjvV9PzdSOk7gapnwS1Xww,Texas Chili Parlor,False,3.5,834,American (Traditional),"['1409 Lavaca St', 'Austin, TX 78701']","{'latitude': 30.27696, 'longitude': -97.74197}",['delivery'],$$,American,30.27696,-97.74197,"'1409 Lavaca St', 'Austin, TX 78701'",78701,1,0,0,-1.3268774234428045,0.6929822234641781
Cipqsy7Fdnt9IiglUxx2NQ,Jjim Korean Braised BBQ,False,4.5,190,Korean,"['1100 S Lamar Blvd', 'Ste 2140', 'Austin, TX 78704']","{'latitude': 30.25576, 'longitude': -97.76252}","['pickup', 'delivery']",$$,Asian,30.25576,-97.76252,"'1100 S Lamar Blvd', 'Ste 2140', 'Austin, TX 78704'",78704,1,1,0,0.8936113259920925,-0.36577508520945207
CgZfMVFv0ilEDZbH06apyA,Tacodeli,False,4.0,716,Breakfast & Brunch,"['4200 N Lamar Blvd', 'Austin, TX 78756']","{'latitude': 30.310645074939902, 'longitude': -97.7400862024725}",['delivery'],$,American,30.310645074939902,-97.7400862024725,"'4200 N Lamar Blvd', 'Austin, TX 78756'",78756,1,0,0,-0.216633048725356,0.49898631907987945
CXnwchIvuOkMVgROiwoz5w,UTea Pho,False,4.5,128,Vietnamese,"['2222 Rio Grande St', 'Bldg B, Ste 120', 'Austin, TX 78705']","{'latitude': 30.286324633104947, 'longitude': -97.74582437975336}",['delivery'],$$,Asian,30.286324633104947,-97.74582437975336,"'2222 Rio Grande St', 'Bldg B, Ste 120', 'Austin, TX 78705'",78705,1,0,0,0.8936113259920925,-0.46770513666560903
CLcRsv9px0tbBkPkRN5qBQ,Otoko,False,4.5,122,Japanese,"['1603 S Congress Ave', 'Austin, TX 78704']","{'latitude': 30.2474, 'longitude': -97.75006}",[],$$$,Asian,30.2474,-97.75006,"'1603 S Congress Ave', 'Austin, TX 78704'",78704,0,0,0,0.8936113259920925,-0.4775693351936242
CGMoxmSPGP7Y0ueRYsi_nw,Commons Cafe,False,4.0,15,Cafes,"['10100 Burnet Rd', 'Bldg 137', 'Austin, TX 78758']","{'latitude': 30.387296, 'longitude': -97.726502}",['delivery'],$$,Cafes/Juice bars/Desserts,30.387296,-97.726502,"'10100 Burnet Rd', 'Bldg 137', 'Austin, TX 78758'",78758,1,0,0,-0.216633048725356,-0.6534808756098951
C9QXRfi43sYP5lXkNGrM7A,Lazarus Brewing,False,4.5,537,Breweries,"['1902 E 6th St', 'Austin, TX 78702']","{'latitude': 30.26169, 'longitude': -97.72204}","['delivery', 'pickup']",$$,Bars/Pubs,30.26169,-97.72204,"'1902 E 6th St', 'Austin, TX 78702'",78702,1,1,0,0.8936113259920925,0.20470439632742632
C4U77PiL7d_Z22LCzOpRPA,Kerbey Lane Cafe - Mueller,False,3.0,265,American (Traditional),"['2200 Aldrich St', 'Ste 100', 'Austin, TX 78723']","{'latitude': 30.30073201080795, 'longitude': -97.70373516504684}",['delivery'],$$,American,30.30073201080795,-97.70373516504684,"'2200 Aldrich St', 'Ste 100', 'Austin, TX 78723'",78723,1,0,0,-2.437121798160253,-0.24247260360926223
Bz-NZ-2Dx6pztO0nvfD3JA,Nori,False,4.5,28,Vegan,"['3208 Guadalupe St', 'Ste B', 'Austin, TX 78705']","{'latitude': 30.2999, 'longitude': -97.74031}",[],$$,Specification (Vegan/Glutenfree),30.2999,-97.74031,"'3208 Guadalupe St', 'Ste B', 'Austin, TX 78705'",78705,0,0,0,0.8936113259920925,-0.6321084454658622
BrZmt_v4Gevh6fhzeec1ag,Las Perlas,False,4.5,72,Cocktail Bars,"['405 E 7th St', 'Austin, TX 78701']","{'latitude': 30.26766, 'longitude': -97.73864}",[],$$,Bars/Pubs,30.26766,-97.73864,"'405 E 7th St', 'Austin, TX 78701'",78701,0,0,0,0.8936113259920925,-0.5597709895937508
BqmXzVm9klKNfy0HjmD-jw,Honest Mary's,False,4.5,519,American (New),"['9828 Great Hills Trl', 'Ste 300', 'Austin, TX 78759']","{'latitude': 30.395038319994093, 'longitude': -97.7483889503834}",['delivery'],$$$,American,30.395038319994093,-97.7483889503834,"'9828 Great Hills Trl', 'Ste 300', 'Austin, TX 78759'",78759,1,0,0,0.8936113259920925,0.17511180074338076
BkJtywTAG-a9fU6rdaL6UQ,Scholz Garten,False,3.5,415,German,"['1607 San Jacinto Blvd', 'Austin, TX 78701']","{'latitude': 30.2773110437902, 'longitude': -97.7365262639869}","['delivery', 'pickup']",$$,Pizza/European,30.2773110437902,-97.7365262639869,"'1607 San Jacinto Blvd', 'Austin, TX 78701'",78701,1,1,0,-1.3268774234428045,0.004132359591117485
BdnhQ8TSNrJpaG89CFf-KQ,Civil Goat Coffee Co,False,4.5,122,Coffee & Tea,"['704 Cuernavaca Dr N', 'Austin, TX 78733']","{'latitude': 30.3320877902815, 'longitude': -97.868966248946}",['delivery'],$$,Cafes/Juice bars/Desserts,30.3320877902815,-97.868966248946,"'704 Cuernavaca Dr N', 'Austin, TX 78733'",78733,1,0,0,0.8936113259920925,-0.4775693351936242
BRPcQEdlla9YaM4TPqkYrQ,Hoover's Cooking,False,3.5,971,Southern,"['2002 Manor Rd', 'Austin, TX 78722']","{'latitude': 30.2843863, 'longitude': -97.720344}",['delivery'],$$,American,30.2843863,-97.720344,"'2002 Manor Rd', 'Austin, TX 78722'",78722,1,0,0,-1.3268774234428045,0.9182147565205251
BHZ9puL8YuHE-YEdkmxH-g,Canje,False,4.5,143,Caribbean,"['1914 E 6th St', 'Ste C', 'Austin, TX 78702']","{'latitude': 30.26177, 'longitude': -97.72232}",['delivery'],$$,Mexican/South American,30.26177,-97.72232,"'1914 E 6th St', 'Ste C', 'Austin, TX 78702'",78702,1,0,0,0.8936113259920925,-0.44304464034557106
BCaTdIxMsFDw3MK4iy_b7w,Fairways Cantina,False,4.5,26,Tacos,"['3851 Manor Rd', 'Austin, TX 78723']","{'latitude': 30.2894185, 'longitude': -97.6942893}","['delivery', 'pickup']",$,Mexican/South American,30.2894185,-97.6942893,"'3851 Manor Rd', 'Austin, TX 78723'",78723,1,1,0,0.8936113259920925,-0.6353965116418673
B3FleeBQX8tsgBhMwdFXLQ,Biderman's Deli,False,3.5,409,Delis,"['3742 Far West Blvd 101', 'Ste 101', 'Austin, TX 78746']","{'latitude': 30.3560504, 'longitude': -97.7577048}","['delivery', 'pickup']",$$,American,30.3560504,-97.7577048,"'3742 Far West Blvd 101', 'Ste 101', 'Austin, TX 78746'",78746,1,1,0,-1.3268774234428045,-0.005731838936897704
AsYbCd5d7TtIZEWIL5VhOw,Roaring Fork,False,4.0,1205,American (Traditional),"['701 Congress Ave', 'Austin, TX 78701']","{'latitude': 30.2691239366193, 'longitude': -97.74220162455123}",['delivery'],$$,American,30.2691239366193,-97.74220162455123,"'701 Congress Ave', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,1.3029184991131173
Arkwh6sIktiIjimtIiONXg,Lutie’s Garden Restaurant,False,4.0,102,Modern European,"['4100 Red River St', 'Austin, TX 78751']","{'latitude': 30.2998, 'longitude': -97.72246}",[],$$,Pizza/European,30.2998,-97.72246,"'4100 Red River St', 'Austin, TX 78751'",78751,0,0,0,-0.216633048725356,-0.5104499969536749
AqhAJk1OyupIaYjg0JpZlA,Chago's Caribbean Cuisine,False,4.5,892,Puerto Rican,"['7301 N Lamar Blvd', 'Austin, TX 78752']","{'latitude': 30.340268, 'longitude': -97.716942}",['pickup'],$,Mexican/South American,30.340268,-97.716942,"'7301 N Lamar Blvd', 'Austin, TX 78752'",78752,0,1,0,0.8936113259920925,0.788336142568325
Aci3rT2TKqUm7cy7taAXQA,Luck’s Wagyu Burger Shoppe,False,2.5,10,Japanese,"['2900 W Anderson Ln', 'Ste 250', 'Austin, TX 78757']","{'latitude': 30.360146602572865, 'longitude': -97.73666150024792}","['pickup', 'delivery']",$$,Asian,30.360146602572865,-97.73666150024792,"'2900 W Anderson Ln', 'Ste 250', 'Austin, TX 78757'",78757,1,1,0,-3.5473661728777017,-0.6617010410499077
AcFt364BrHyMu3VrSCKMOw,Salty Sow,False,4.5,3035,American (Traditional),"['1917 Manor Rd', 'Austin, TX 78722']","{'latitude': 30.2836497259461, 'longitude': -97.7213180065155}",['delivery'],$$,American,30.2836497259461,-97.7213180065155,"'1917 Manor Rd', 'Austin, TX 78722'",78722,1,0,0,0.8936113259920925,4.3114990501577495
A_RD7-tOgNKQjxgTxlaoZw,Capriotti's Sandwich Shop,False,4.0,35,Sandwiches,"['1200 Barbara Jordan Blvd', 'Ste 360', 'Austin, TX 78723']","{'latitude': 30.30655, 'longitude': -97.70811}","['delivery', 'pickup']",$$,American,30.30655,-97.70811,"'1200 Barbara Jordan Blvd', 'Ste 360', 'Austin, TX 78723'",78723,1,1,0,-0.216633048725356,-0.6206002138498444
AWGRRRSaxAHI1zeWYb06sg,Drink Well,False,4.0,345,Gastropubs,"['207 E 53rd St', 'Austin, TX 78751']","{'latitude': 30.31728, 'longitude': -97.72062}",['delivery'],$,Bars/Pubs,30.31728,-97.72062,"'207 E 53rd St', 'Austin, TX 78751'",78751,1,0,0,-0.216633048725356,-0.11094995656905972
ATNVRZWUxp613GiHGsoA8A,Tony's Jamaican Food,False,4.5,281,Caribbean,"['1200 E 11th St', 'Austin, TX 78702']","{'latitude': 30.2687816619873, 'longitude': -97.7279052734375}",['delivery'],$$,Mexican/South American,30.2687816619873,-97.7279052734375,"'1200 E 11th St', 'Austin, TX 78702'",78702,1,0,0,0.8936113259920925,-0.21616807420122172
APIwyhf7gtW9ZBmnUVBpJg,Uroko,False,4.5,110,Japanese,"['1023 Springdale Rd', 'Bldg 1, Ste C', 'Austin, TX 78721']","{'latitude': 30.2676800362389, 'longitude': -97.6938484932986}","['delivery', 'pickup']",$$,Asian,30.2676800362389,-97.6938484932986,"'1023 Springdale Rd', 'Bldg 1, Ste C', 'Austin, TX 78721'",78721,1,1,0,0.8936113259920925,-0.49729773224965457
AMM36tDkea1sn8bntzyRkg,Aviary Wine & Kitchen,False,4.5,274,Lounges,"['2110 S Lamar Blvd', 'Ste C', 'Austin, TX 78704']","{'latitude': 30.24824, 'longitude': -97.7715}",['delivery'],$$,Bars/Pubs,30.24824,-97.7715,"'2110 S Lamar Blvd', 'Ste C', 'Austin, TX 78704'",78704,1,0,0,0.8936113259920925,-0.22767630581723944
AEzUnBajBmZS6-v2spaZDA,Project Pollo,False,4.0,104,Breakfast & Brunch,"['2438 W Anderson Ln', 'Ste A1', 'Austin, TX 78757']","{'latitude': 30.357916424272382, 'longitude': -97.73287964802914}","['pickup', 'delivery']",$$,American,30.357916424272382,-97.73287964802914,"'2438 W Anderson Ln', 'Ste A1', 'Austin, TX 78757'",78757,1,1,0,-0.216633048725356,-0.5071619307776698
A5KaF3Cl2MLN_9ycJ_m6rg,BD Riley's Irish Pub at Mueller,False,4.0,253,Irish Pub,"['1905 Aldrich St', 'Ste 130', 'Austin, TX 78723']","{'latitude': 30.298197, 'longitude': -97.705185}","['pickup', 'delivery']",$$,Bars/Pubs,30.298197,-97.705185,"'1905 Aldrich St', 'Ste 130', 'Austin, TX 78723'",78723,1,1,0,-0.216633048725356,-0.2622010006652926
A3uT8nRgWiIaecEQz32wWg,K BBQ,False,3.5,152,Barbeque,"['6929 Airport Blvd', 'Ste 176', 'Austin, TX 78752']","{'latitude': 30.336445941380305, 'longitude': -97.71723552259579}",[],$$$,American,30.336445941380305,-97.71723552259579,"'6929 Airport Blvd', 'Ste 176', 'Austin, TX 78752'",78752,0,0,0,-1.3268774234428045,-0.42824834255354827
A3K4Uk9l5dB5XV6f4J6fAA,Le Bleu,False,4.5,222,Vietnamese,"['9070 Research Blvd', 'Ste 303', 'Austin, TX 78758']","{'latitude': 30.372145, 'longitude': -97.727231}",['delivery'],$$,Asian,30.372145,-97.727231,"'9070 Research Blvd', 'Ste 303', 'Austin, TX 78758'",78758,1,0,0,0.8936113259920925,-0.3131660263933711
9pJAjoekyFksZ6fbpZ7GTw,The Kebab Shop,False,4.0,320,Mediterranean,"['9761 Great Hills Trl', 'Austin, TX 78759']","{'latitude': 30.393845, 'longitude': -97.750891}","['delivery', 'pickup']",$$,Middle-eastern/Indian/African,30.393845,-97.750891,"'9761 Great Hills Trl', 'Austin, TX 78759'",78759,1,1,0,-0.216633048725356,-0.152050783769123
9g_mBYZ_UjG9ttLu8-pPKA,Yard Bar,False,4.0,410,Bars,"['6700 Burnet Rd', 'Austin, TX 78757']","{'latitude': 30.34303, 'longitude': -97.73921}",['delivery'],$$$,Bars/Pubs,30.34303,-97.73921,"'6700 Burnet Rd', 'Austin, TX 78757'",78757,1,0,0,-0.216633048725356,-0.004087805848895172
9e5lIroM6Eyd4aS26pWWEQ,Cooper's Old Time Pit Bar-B-Que,False,4.0,1695,Barbeque,"['217 Congress Ave', 'Austin, TX 78701']","{'latitude': 30.26489, 'longitude': -97.74361}",['delivery'],$$,American,30.26489,-97.74361,"'217 Congress Ave', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,2.1084947122343576
9WN5fwLqZsskqrX9N8ucwg,Tso Chinese Takeout & Delivery,False,4.5,99,Chinese,"['2407 S Congress Ave', 'Ste F', 'Austin, TX 78704']","{'latitude': 30.23785191638979, 'longitude': -97.75342738356005}",[],$$,Asian,30.23785191638979,-97.75342738356005,"'2407 S Congress Ave', 'Ste F', 'Austin, TX 78704'",78704,0,0,0,0.8936113259920925,-0.5153820962176824
9TuZ2N9p6m0nnoXy1ZHeyA,The Grey Market,False,4.5,19,Cafes,"['501 Brazos St', 'Austin, TX 78701']","{'latitude': 30.26675993262182, 'longitude': -97.7411461803158}",[],$$,Cafes/Juice bars/Desserts,30.26675993262182,-97.7411461803158,"'501 Brazos St', 'Austin, TX 78701'",78701,0,0,0,0.8936113259920925,-0.6469047432578849
99knW4T5Au5LjvvnbR5tZg,Swedish Hill,False,3.5,216,Cafes,"['1120 West 6th St', 'Austin, TX 78703']","{'latitude': 30.2726635, 'longitude': -97.756528}",['delivery'],$$,Cafes/Juice bars/Desserts,30.2726635,-97.756528,"'1120 West 6th St', 'Austin, TX 78703'",78703,1,0,0,-1.3268774234428045,-0.3230302249213863
97bK6WFJdJzy0oNNb3X6Hg,Fixe Austin's Southern House,False,4.0,856,Southern,"['500 W 5th St', 'Austin, TX 78701']","{'latitude': 30.26853, 'longitude': -97.74773}",['delivery'],$$,American,30.26853,-97.74773,"'500 W 5th St', 'Austin, TX 78701'",78701,1,0,0,-0.216633048725356,0.7291509514002338
8yWbiBG_nGm9XGklAtssUw,The Backspace,False,4.0,708,Italian,"['507 San Jacinto St', 'Austin, TX 78701']","{'latitude': 30.26685, 'longitude': -97.74043}","['delivery', 'pickup']",$$,Pizza/European,30.26685,-97.74043,"'507 San Jacinto St', 'Austin, TX 78701'",78701,1,1,0,-0.216633048725356,0.4858340543758592
8wgUgGksOCvjys961NVQYA,Ahhan Lao Kitchen,False,5.0,13,Laotian,"['5610 N Interstate 35 Frontage Rd', 'Austin, TX 78751']","{'latitude': 30.31648, 'longitude': -97.70811}","['pickup', 'delivery']",$,Asian,30.31648,-97.70811,"'5610 N Interstate 35 Frontage Rd', 'Austin, TX 78751'",78751,1,1,0,2.003855700709541,-0.6567689417859002
8p9ownb2KK7Q9ZTRCmTktQ,Birdie's,False,4.0,94,French,"['2944 E 12th St', 'Austin, TX 78702']","{'latitude': 30.27645, 'longitude': -97.70456}",[],$$,Pizza/European,30.27645,-97.70456,"'2944 E 12th St', 'Austin, TX 78702'",78702,0,0,0,-0.216633048725356,-0.5236022616576951
8oOZMeMg8it2ly0meXp-lw,Maru Japanese Restaurant,False,4.0,331,Sushi Bars,"['4636 Burnet Rd', 'Austin, TX 78756']","{'latitude': 30.3179044307916, 'longitude': -97.7402945534077}",['delivery'],$$,Asian,30.3179044307916,-97.7402945534077,"'4636 Burnet Rd', 'Austin, TX 78756'",78756,1,0,0,-0.216633048725356,-0.13396641980109517
8l0zeJCRfAL8BYrnDxPcJQ,Lucy's Fried Chicken,False,3.5,1092,American (New),"['2218 College Ave', 'Austin, TX 78704']","{'latitude': 30.24051, 'longitude': -97.75335}","['delivery', 'pickup']",$$,American,30.24051,-97.75335,"'2218 College Ave', 'Austin, TX 78704'",78704,1,1,0,-1.3268774234428045,1.1171427601688313
8jtepl1dAn8xS4ytEDbPfQ,Oh K-Dog,False,4.0,104,Hot Dogs,"['6929 Airport Blvd', 'Ste 133', 'Austin, TX 78752']","{'latitude': 30.336898847849262, 'longitude': -97.71666048323316}","['delivery', 'pickup']",$$,American,30.336898847849262,-97.71666048323316,"'6929 Airport Blvd', 'Ste 133', 'Austin, TX 78752'",78752,1,1,0,-0.216633048725356,-0.5071619307776698
8grfsTIxnCiQrRoV22XBCg,Tender Thighs,False,4.5,19,Chicken Shop,"['1016 E 6th St', 'Shangri-La Patio', 'Austin, TX 78702']","{'latitude': 30.264986, 'longitude': -97.731585}",[],$$,food delivery services/groceries/venues/cafeterias,30.264986,-97.731585,"'1016 E 6th St', 'Shangri-La Patio', 'Austin, TX 78702'",78702,0,0,0,0.8936113259920925,-0.6469047432578849
8fNk1tcxZpkVAs1_hqebLA,Higher Ground,False,4.5,96,Tapas/Small Plates,"['720 Congress Ave', 'Austin, TX 78701']","{'latitude': 30.26978, 'longitude': -97.7424}",[],$$,Mexican/South American,30.26978,-97.7424,"'720 Congress Ave', 'Austin, TX 78701'",78701,0,0,0,0.8936113259920925,-0.52031419548169
8WJmOq0K_AEc4Ey5UcfcDw,Jan Chi Korean Cuisine & BBQ,False,4.0,129,Korean,"['3808 Spicewood Springs Rd', 'Austin, TX 78759']","{'latitude': 30.3650819095876, 'longitude': -97.7491207793355}","['delivery', 'pickup']",$$$,Asian,30.3650819095876,-97.7491207793355,"'3808 Spicewood Springs Rd', 'Austin, TX 78759'",78759,1,1,0,-0.216633048725356,-0.4660611035776065
8V_dRI_nuqAmRtzm5bB5vw,Chef Choo,False,5.0,10,Japanese,"['8309 Research Blvd', 'Ste B', 'Austin, TX 78758']","{'latitude': 30.356229239688837, 'longitude': -97.71485676740323}",[],$$,Asian,30.356229239688837,-97.71485676740323,"'8309 Research Blvd', 'Ste B', 'Austin, TX 78758'",78758,0,0,0,2.003855700709541,-0.6617010410499077
8RPIjybMh5Eg90eVsv3fRQ,Via 313 Pizza,False,4.5,724,Pizza,"['3016 Guadalupe St', 'Austin, TX 78705']","{'latitude': 30.29805, 'longitude': -97.74084}","['delivery', 'pickup']",$,Pizza/European,30.29805,-97.74084,"'3016 Guadalupe St', 'Austin, TX 78705'",78705,1,1,0,0.8936113259920925,0.5121385837838996
8RG6_egQd3dmtxbFzS02Ew,Sushi Japon & Hibachi Grill,False,3.5,333,Sushi Bars,"['6801 N I H 35', 'Austin, TX 78752']","{'latitude': 30.328855, 'longitude': -97.704869}","['pickup', 'delivery']",$$,Asian,30.328855,-97.704869,"'6801 N I H 35', 'Austin, TX 78752'",78752,1,1,0,-1.3268774234428045,-0.1306783536250901
8Gs5Civ8LpPKu_lc-bmn4g,Austin Daily Press,False,4.5,312,Delis,"['1900 E Martin Luther King Blvd', 'B', 'Austin, TX 78702']","{'latitude': 30.2802176628505, 'longitude': -97.7211093269837}","['pickup', 'delivery']",$$$,American,30.2802176628505,-97.7211093269837,"'1900 E Martin Luther King Blvd', 'B', 'Austin, TX 78702'",78702,1,1,0,0.8936113259920925,-0.16520304847314324
8GfPt82px0MYo9McLIYH7Q,Techo Mezcaleria & Agave Bar,False,4.5,46,Bars,"['2201 Manor Rd', 'Austin, TX 78722']","{'latitude': 30.28412, 'longitude': -97.7189099}",[],$,Bars/Pubs,30.28412,-97.7189099,"'2201 Manor Rd', 'Austin, TX 78722'",78722,0,0,0,0.8936113259920925,-0.6025158498818166
8DeWaxQ0As_wzhutv09Y5Q,Poke House - West Lake Hills,False,4.5,43,Poke,"['3652 Bee Cave Rd', 'Ste 4', 'West Lake Hills, TX 78746']","{'latitude': 30.27966, 'longitude': -97.80629}","['pickup', 'delivery']",$,American,30.27966,-97.80629,"'3652 Bee Cave Rd', 'Ste 4', 'West Lake Hills, TX 78746'",78746,1,1,0,0.8936113259920925,-0.6074479491458242
82wZS_E9g1FTOso5cdsLzw,Pho Craft,False,4.5,24,Vietnamese,"['3307 Oak Springs Dr', 'Austin, TX 78721']","{'latitude': 30.27349, 'longitude': -97.69708}",[],$,Asian,30.27349,-97.69708,"'3307 Oak Springs Dr', 'Austin, TX 78721'",78721,0,0,0,0.8936113259920925,-0.6386845778178722
